1	1	-1e+16
2	0.341197	-1e+16
3	0.012538	-1e+16
4	0.0110259	-1e+16
5	0.0138038	-1e+16
6	0.0208466	-1e+16
7	0.0359926	-1e+16
8	0.0584015	-1e+16
9	0.056766	-1e+16
10	0.0563865	-1e+16
11	0.0526565	-1e+16
12	0.0463169	-1e+16
13	0.0412414	-1e+16
14	0.0397812	-1e+16
15	0.0389351	-1e+16
16	0.0384583	-1e+16
17	0.0382557	-1e+16
18	0.0382408	-1e+16
19	0.0375767	-1e+16
20	0.0369712	-1e+16
21	0.0362569	-1e+16
22	0.0353564	-1e+16
23	0.0346608	-1e+16
24	0.0339868	-1e+16
25	0.0332371	-1e+16
26	0.0325261	-1e+16
27	0.0318497	-1e+16
28	0.0311922	-1e+16
29	0.0305587	-1e+16
30	0.0299243	-1e+16
31	0.0293011	-1e+16
32	0.028684	-1e+16
33	0.0280653	-1e+16
34	0.0274695	-1e+16
35	0.0268743	-1e+16
36	0.026288	-1e+16
37	0.0257104	-1e+16
38	0.0251501	-1e+16
39	0.0245888	-1e+16
40	0.0240517	-1e+16
41	0.0235146	-1e+16
42	0.0229864	-1e+16
43	0.0224688	-1e+16
44	0.0219628	-1e+16
45	0.0214875	-1e+16
46	0.0209818	-1e+16
47	0.0205051	-1e+16
48	0.0200433	-1e+16
49	0.0195914	-1e+16
50	0.0187322	-1e+16
51	0.0187273	-1e+16
52	0.0187109	-1e+16
53	0.0186839	-1e+16
54	0.0186478	-1e+16
55	0.0186014	-1e+16
56	0.0185439	-1e+16
57	0.0184755	-1e+16
58	0.018396	-1e+16
59	0.0183055	-1e+16
60	0.0182034	-1e+16
61	0.0180894	-1e+16
62	0.0179641	-1e+16
63	0.0178271	-1e+16
64	0.0176785	-1e+16
65	0.0175186	-1e+16
66	0.0173478	-1e+16
67	0.0171657	-1e+16
68	0.0169725	-1e+16
69	0.0167686	-1e+16
70	0.0165468	-1e+16
71	0.0163219	-1e+16
72	0.016087	-1e+16
73	0.0158406	-1e+16
74	0.015584	-1e+16
75	0.0153178	-1e+16
76	0.0150422	-1e+16
77	0.0147575	-1e+16
78	0.0144641	-1e+16
79	0.0141625	-1e+16
80	0.0138529	-1e+16
81	0.0135359	-1e+16
82	0.013212	-1e+16
83	0.0128817	-1e+16
84	0.0125456	-1e+16
85	0.0122042	-1e+16
86	0.0118582	-1e+16
87	0.011508	-1e+16
88	0.0111544	-1e+16
89	0.010798	-1e+16
90	0.0104396	-1e+16
91	0.0100797	-1e+16
92	0.00971899	-1e+16
93	0.00935826	-1e+16
94	0.00899779	-1e+16
95	0.00863897	-1e+16
96	0.00828215	-1e+16
97	0.007928	-1e+16
98	0.00757717	-1e+16
99	0.00722494	-1e+16
100	0.00688975	-1e+16
101	0.00654712	-1e+16
102	0.00621433	-1e+16
103	0.00589103	-1e+16
104	0.00557394	-1e+16
105	0.00526452	-1e+16
106	0.00496277	-1e+16
107	0.00466949	-1e+16
108	0.00438488	-1e+16
109	0.00410935	-1e+16
110	0.00384324	-1e+16
111	0.00358672	-1e+16
112	0.0033401	-1e+16
113	0.00310352	-1e+16
114	0.00287716	-1e+16
115	0.0026612	-1e+16
116	0.00245584	-1e+16
117	0.00226126	-1e+16
118	0.00207707	-1e+16
119	0.00190431	-1e+16
120	0.00174218	-1e+16
121	0.00157042	-1e+16
122	0.00144312	-1e+16
123	0.0012912	-1e+16
124	0.00116616	-1e+16
125	0.00104897	-1e+16
126	0.000945093	-1e+16
127	0.00085142	-1e+16
128	0.000763559	-1e+16
129	0.000683101	-1e+16
130	0.000694713	-1e+16
131	0.00054879	-1e+16
1	0.00054879	1
2	0.00054879	0.425122
3	0.00054879	0.38721
4	0.00054879	0.221647
5	0.00054879	0.124119
6	0.00054879	0.09905
7	0.00054879	0.065023
8	0.00054879	0.0531372
9	0.00054879	0.0414707
10	0.00054879	0.0354916
11	0.00054879	0.0321881
12	0.00054879	0.0292884
13	0.00054879	0.0264315
14	0.00054879	0.0240981
15	0.00054879	0.021809
16	0.00054879	0.0198463
17	0.00054879	0.0181693
18	0.00054879	0.0165219
19	0.00054879	0.0150357
20	0.00054879	0.0147656
21	0.00054879	0.0124628
22	0.00054879	0.0112953
23	0.00054879	0.0102528
24	0.00054879	0.00862522
25	0.00054879	0.00921182
26	0.00054879	0.00762712
27	0.00054879	0.00757401
28	0.00054879	0.00682103
29	0.00054879	0.00627416
30	0.00054879	0.00579058
31	0.00054879	0.00490849
32	0.00054879	0.00498073
33	0.00054879	0.00455198
34	0.00054879	0.00415733
35	0.00054879	0.00385752
36	0.00054879	0.00363275
37	0.00054879	0.00340406
38	0.00054879	0.0031596
39	0.00054879	0.00294317
40	0.00054879	0.00274628
41	0.00054879	0.00295643
42	0.00054879	0.00202132
43	0.00054879	0.00338839
44	0.00054879	0.00136693
45	0.00054879	0.00262337
46	0.00054879	0.00100144
47	0.00054879	0.00238587
48	0.00054879	0.00110584
49	0.00054879	0.00185301
50	0.00054879	0.00101893
51	0.00054879	0.00141678
52	0.00054879	0.00104653
53	0.00054879	0.00117272
54	0.00054879	0.000871689
55	0.00054879	0.00102577
56	0.00054879	0.000873982
57	0.00054879	0.000829451
58	0.00054879	0.000846497
59	0.00054879	0.000655578
60	0.00054879	0.000361371
