Time	Cap_LAD_D1	Cap_LAD_D4	Cap_LAD_LAD3	Cap_LAD_RI	Cap_LCX_LCX1	Cap_RCA_AM	Cap_RCA_RPDA1	Cap_RCA_RPLB2	Cap_Aorta_Inlet	Cap_Aorta_Outlet	
27	4.16834e-07	3.21819e-08	2.9364e-07	5.5608e-07	5.15666e-07	5.06456e-07	2.54125e-07	2.74605e-07	-1.86006e-05	1.57512e-05	
28	4.17879e-07	3.21745e-08	2.95883e-07	5.58733e-07	5.15489e-07	5.06365e-07	2.54885e-07	2.75695e-07	-1.86006e-05	1.57437e-05	
29	4.18831e-07	3.21677e-08	2.97981e-07	5.61174e-07	5.15322e-07	5.06278e-07	2.55569e-07	2.76679e-07	-1.86006e-05	1.57368e-05	
30	4.19706e-07	3.21621e-08	2.99985e-07	5.63421e-07	5.15167e-07	5.062e-07	2.5619e-07	2.77576e-07	-1.86006e-05	1.5731e-05	
31	4.20501e-07	3.21566e-08	3.01832e-07	5.65486e-07	5.15025e-07	5.06135e-07	2.56746e-07	2.78368e-07	-1.86006e-05	1.57251e-05	
32	4.21229e-07	3.21505e-08	3.03577e-07	5.67404e-07	5.14888e-07	5.06072e-07	2.57257e-07	2.79076e-07	-1.86006e-05	1.57197e-05	
33	4.21898e-07	3.21453e-08	3.05216e-07	5.69173e-07	5.14758e-07	5.06013e-07	2.57727e-07	2.79703e-07	-1.86006e-05	1.57149e-05	
34	4.22512e-07	3.2141e-08	3.06758e-07	5.70803e-07	5.14636e-07	5.0596e-07	2.58159e-07	2.80257e-07	-1.86006e-05	1.57104e-05	
35	4.23077e-07	3.21369e-08	3.08214e-07	5.72306e-07	5.1452e-07	5.05914e-07	2.58557e-07	2.80742e-07	-1.86006e-05	1.57062e-05	
36	4.23597e-07	3.21328e-08	3.0959e-07	5.73695e-07	5.14409e-07	5.05872e-07	2.58925e-07	2.81165e-07	-1.86006e-05	1.57023e-05	
37	4.24076e-07	3.21288e-08	3.10895e-07	5.7498e-07	5.14303e-07	5.05832e-07	2.59262e-07	2.81542e-07	-1.86006e-05	1.56987e-05	
38	4.24516e-07	3.21249e-08	3.12134e-07	5.76168e-07	5.142e-07	5.05794e-07	2.59576e-07	2.81873e-07	-1.86006e-05	1.56953e-05	
39	4.24923e-07	3.21213e-08	3.1331e-07	5.77265e-07	5.14101e-07	5.05757e-07	2.59867e-07	2.82162e-07	-1.86006e-05	1.56922e-05	
40	4.25291e-07	3.21178e-08	3.14412e-07	5.78254e-07	5.14007e-07	5.05724e-07	2.60129e-07	2.82411e-07	-1.86006e-05	1.56888e-05	
41	4.25641e-07	3.2114e-08	3.15493e-07	5.79215e-07	5.13909e-07	5.05682e-07	2.60388e-07	2.82634e-07	-1.86006e-05	1.56866e-05	
42	4.25951e-07	3.21131e-08	3.16465e-07	5.80007e-07	5.13827e-07	5.0566e-07	2.60609e-07	2.82823e-07	-1.86006e-05	1.56825e-05	
43	4.26249e-07	3.21056e-08	3.17471e-07	5.80854e-07	5.13721e-07	5.05609e-07	2.60834e-07	2.82991e-07	-1.86006e-05	1.56813e-05	
44	4.26513e-07	3.21061e-08	3.18358e-07	5.81543e-07	5.13641e-07	5.05586e-07	2.61027e-07	2.83141e-07	-1.86006e-05	1.56781e-05	
45	4.26766e-07	3.21005e-08	3.19262e-07	5.82257e-07	5.13545e-07	5.05542e-07	2.61221e-07	2.83266e-07	-1.86006e-05	1.56772e-05	
46	4.26992e-07	3.21016e-08	3.2006e-07	5.82837e-07	5.13474e-07	5.05524e-07	2.61389e-07	2.8339e-07	-1.86006e-05	1.56744e-05	
47	4.27206e-07	3.20969e-08	3.20879e-07	5.83424e-07	5.13386e-07	5.0549e-07	2.61558e-07	2.83482e-07	-1.86006e-05	1.56733e-05	
48	4.27398e-07	3.2097e-08	3.21604e-07	5.83909e-07	5.13318e-07	5.05473e-07	2.61704e-07	2.83582e-07	-1.86006e-05	1.56711e-05	
49	4.2758e-07	3.20933e-08	3.2235e-07	5.84403e-07	5.13238e-07	5.05444e-07	2.61849e-07	2.83653e-07	-1.86006e-05	1.56701e-05	
50	4.27745e-07	3.20931e-08	3.23011e-07	5.84811e-07	5.13176e-07	5.05429e-07	2.61976e-07	2.83735e-07	-1.86006e-05	1.56685e-05	
51	4.279e-07	3.20902e-08	3.23689e-07	5.85222e-07	5.13104e-07	5.05406e-07	2.62101e-07	2.83789e-07	-1.86006e-05	1.56674e-05	
52	4.28042e-07	3.20897e-08	3.24293e-07	5.85561e-07	5.13045e-07	5.05392e-07	2.62213e-07	2.83859e-07	-1.86006e-05	1.56661e-05	
53	4.28173e-07	3.20871e-08	3.24912e-07	5.85902e-07	5.12979e-07	5.05371e-07	2.62321e-07	2.83901e-07	-1.86006e-05	1.56651e-05	
54	4.28295e-07	3.20868e-08	3.25463e-07	5.86183e-07	5.12927e-07	5.05359e-07	2.62419e-07	2.83962e-07	-1.86006e-05	1.5664e-05	
55	4.28406e-07	3.20845e-08	3.26025e-07	5.86461e-07	5.12866e-07	5.0534e-07	2.62513e-07	2.83993e-07	-1.86006e-05	1.56631e-05	
56	4.2851e-07	3.2084e-08	3.26526e-07	5.8669e-07	5.12817e-07	5.05328e-07	2.62598e-07	2.84047e-07	-1.86006e-05	1.56622e-05	
57	4.28603e-07	3.20821e-08	3.27036e-07	5.86916e-07	5.12762e-07	5.05312e-07	2.62679e-07	2.84072e-07	-1.86006e-05	1.56612e-05	
58	4.28692e-07	3.20814e-08	3.2749e-07	5.87101e-07	5.12716e-07	5.053e-07	2.62752e-07	2.84122e-07	-1.86006e-05	1.56605e-05	
59	4.28773e-07	3.20804e-08	3.27939e-07	5.87271e-07	5.1267e-07	5.05289e-07	2.62822e-07	2.84156e-07	-1.86006e-05	1.56602e-05	
60	4.28848e-07	3.208e-08	3.28371e-07	5.87429e-07	5.12627e-07	5.05283e-07	2.62886e-07	2.84188e-07	-1.86006e-05	1.56595e-05	
